,使用者ID,地點／景點,活動,購買區間,搜尋紀錄
483,a1c4bf76-7957-45ed-aa17-bab996e44e2a,"東京, 箱根, 高雄","主題樂園, 文化歷史, 溫泉之旅, 美食, 自然景觀, 親子旅遊, 豪華, 購物, 雪景",45000 - 49999,無
484,a1e6e8da-811e-430f-a0cc-6547bd438364,"嘉義, 奮起湖, 美術館, 阿里山","火車旅遊, 自然景觀, 藝文體驗",0 - 4999,無
485,a26d3fee-1f17-4548-88bf-eded280cda6f,"台北, 嘉義, 新北, 陽明山, 高雄",自然景觀,0 - 4999,無
486,a2fa63b0-1d5c-4957-9476-db1ee77b5755,"富士, 河口湖",自然景觀,0 - 4999,河口湖
487,a3368583-ca9c-4135-bdf0-205032899764,"伊斯坦堡, 佛羅倫斯, 土耳其, 奧捷, 威尼斯, 尼斯, 布拉格, 米蘭, 維也納, 羅馬, 義大, 義大利","婚禮蜜月, 文化歷史, 海島旅遊, 溫泉之旅, 火車旅遊, 美食, 自然景觀, 藝文體驗, 豪華, 購物",90000 - 94999,歐洲全選
488,a354b7cc-9b4f-4312-bf6f-c9d5aa5e8a53,"愛丁堡, 英國, 華盛頓","網美打卡, 自然景觀",125000 - 129999,"加拿大全選, 紐約, 美東全選, 英國"
489,a3676c12-0aa4-44c3-a0d9-3ec92742d131,高雄,"溫泉之旅, 自然景觀",45000 - 49999,無
490,a36ee669-754c-40c1-a1d9-e8df9e36324c,"三仙台, 仙台, 新竹, 花蓮, 香港","其他, 火車旅遊, 自然景觀",25000 - 29999,"23TWTTTR90, 24TNCHUSUN, 大阪-OSAKA(OSA), 馬爾地夫"
491,a3b08a1e-26ca-47f6-adb3-6c206bf55e00,"仁寺洞, 弘大, 明洞, 東大門, 清溪川, 首爾","文化歷史, 購物",15000 - 19999,無
492,a4038d09-78cd-4dfd-a7d4-7c4294110ca0,"大阪, 高雄",其他,0 - 4999,大阪-OSAKA(OSA)
493,a45f7cc5-9832-4b6d-8976-c76f158ed85e,"北海道, 小樽, 小樽運河, 旭山動物園, 美瑛青池","溫泉之旅, 美食, 自然景觀, 親子旅遊",45000 - 49999,無
494,a4798e67-f77a-4b3a-962c-b5ef7c94e941,"北野, 宇治, 宇治川, 嵐山, 清水寺, 環球影城","主題樂園, 文化歷史, 美食, 自然景觀",35000 - 39999,無
495,a4cc3e9b-ef49-4179-9d51-fb84b514133e,富士,"海島旅遊, 火車旅遊, 自然景觀, 豪華",105000 - 109999,紐西蘭
496,a4f1664e-38c5-4b3e-8084-105fb66b941a,"富士, 東京, 河口湖","主題樂園, 其他, 海島旅遊, 自然景觀",0 - 4999,利木津巴士
497,a4f22ada-9d8a-4930-81be-732e7582143c,"山形, 東京, 銀山, 高雄","海島旅遊, 溫泉之旅, 自然景觀",45000 - 49999,無
498,a57fe84c-8455-4b01-b120-7f1acbd7e233,"函館, 北海道, 夜景, 小樽","夜間活動, 婚禮蜜月, 溫泉之旅, 美食, 自然景觀",20000 - 24999,無
499,a647a3d7-ecef-486b-ada0-a27cf93dac9e,"北海道, 小樽, 美瑛青池","溫泉之旅, 美食, 自然景觀",35000 - 39999,無
500,a6528487-a4b5-4c93-86b3-b3842579d0ca,環球影城,"主題樂園, 美食",120000 - 124999,無
501,a66d8c8d-475a-4ea4-a2ba-852c46402886,"台北, 札幌",其他,20000 - 24999,札幌-北海道-SAPPORO(SPK)
502,a7273af9-1826-427f-80b2-ede3a411ddaa,"埃及, 尼羅河, 金字塔, 阿布辛貝",文化歷史,75000 - 79999,"印尼全選, 東北亞全選, 東南亞全選, 清邁, 港澳珠圳全選, 菲高棉越南全選"
503,a73fb3f6-f5d4-4a27-b6ba-ffe663058064,"北港朝天宮, 台中, 嘉義, 德國, 阿里山","其他, 自然景觀",35000 - 39999,無
504,a7751358-a995-483a-a6c1-c401950b1034,日月潭,"主題樂園, 文化歷史, 自然景觀",0 - 4999,無
505,a7bebfb9-de87-4c5b-ab52-cc2107fa371a,"台北, 大阪",其他,15000 - 19999,無
506,a7eb185f-1007-46ea-8791-aca34339629b,"上野公園, 富士, 新宿, 明治神宮, 東京, 橫濱, 淺草, 淺草寺, 箱根, 箱根海盜船, 箱根神社, 鎌倉","主題樂園, 文化歷史, 溫泉之旅, 火車旅遊, 美食, 自然景觀, 購物, 雪景",35000 - 39999,無
507,a84c7cc0-8dce-4a44-83bd-3cffba5ceef0,"台北, 東京",其他,10000 - 14999,東京成田機場(NRT)
508,a8861200-7003-433e-8552-25f067c3b452,"國王湖, 奧捷, 峽灣, 挪威, 維也納","文化歷史, 火車旅遊, 自然景觀, 藝文體驗, 豪華",140000 - 144999,無
509,a8d557a3-d47a-4034-beae-d0aea3d6d745,"京都, 大阪, 心齋橋","其他, 網美打卡",0 - 4999,"京都, 大阪"
510,a9a01af5-d2be-443e-8f94-c0eb6a84465f,"函館, 北海道, 夜景, 富士, 小樽, 新宿, 東京, 江之島, 海洋公園, 箱根","夜間活動, 文化歷史, 海島旅遊, 溫泉之旅, 火車旅遊, 美食, 自然景觀, 豪華, 雪景",40000 - 44999,無
511,aa3124a2-515f-4e38-916b-a84a3cde70c3,"冰島, 冰洞, 少女峰, 巴黎, 歐洲, 瑞士, 米蘭, 馬特宏峰","婚禮蜜月, 文化歷史, 海島旅遊, 火車旅遊, 自然景觀, 雪景",145000 - 149999,無
512,aa43e751-285e-4e64-a5e7-4b0134ddfc9a,牛島,"海島旅遊, 火車旅遊, 購物",20000 - 24999,無
513,aa65871a-ebb6-41fc-ad60-a07d78d7b0df,"台北, 烏來, 雲林, 高雄","自然景觀, 藝文體驗",0 - 4999,無
514,aa6b74b5-84ed-4a21-912a-e838a90f50e8,"九份, 台中, 台北, 合歡山, 嘉義, 新北, 日月潭, 清境農場, 阿里山, 高雄","其他, 夜間活動, 文化歷史, 海島旅遊, 自然景觀",5000 - 9999,無
515,ab12fe27-488f-46ce-b722-8dc6b6c3520b,"六甲山, 北海道, 小樽, 小樽運河, 新潟, 環球影城, 神戶, 群馬, 青森","主題樂園, 文化歷史, 海島旅遊, 自然景觀, 雪景",55000 - 59999,日本 滑雪
516,ab9c2c4b-16aa-416b-881a-5d2824f8a1cb,"伏見稻荷大社, 台中, 大阪, 大阪城, 奈良, 宇治, 平等院, 海雲台, 清水寺, 釜山, 香港","其他, 文化歷史, 火車旅遊, 自然景觀, 藝文體驗, 購物",20000 - 24999,"日本全選, 港澳珠圳全選, 韓國全選"
517,abe4ee72-1e9f-4b4d-af8f-d0fb58e5fb9b,沖繩,其他,0 - 4999,無
518,ac1e8ab4-2db0-47c2-ad4e-7e40db404236,"伏見稻荷大社, 台中, 大阪, 大阪城, 天空公園, 奈良, 宇治, 平等院, 弘大, 明洞, 景福宮, 海雲台, 清水寺, 釜山, 首爾","主題樂園, 婚禮蜜月, 文化歷史, 海島旅遊, 火車旅遊, 美食, 自然景觀, 購物",25000 - 29999,無
519,ac28cdf9-cd6c-4f36-8956-2261c75cfcd7,高雄,"海島旅遊, 自然景觀, 購物",35000 - 39999,無
520,ac83b963-0313-410b-a581-ca25b3989c20,"巴黎, 布魯日, 羅浮宮, 羊角村, 風車村, 高雄","海島旅遊, 親子旅遊, 豪華, 購物",40000 - 44999,越南
521,acd28b61-0a9f-4eee-a1db-15f987e458d6,"合歡山, 清境農場, 瑞士","其他, 自然景觀",0 - 4999,桃園
522,ad017744-6c1d-46d4-8ccb-183d1291616d,義大,其他,0 - 4999,國內旅遊
523,ad1a68bf-88a4-48f3-922a-4fd4b19b5770,"中尊寺, 仙台, 十和田湖, 東京, 角館, 金門, 銀山, 青森","主題樂園, 文化歷史, 海島旅遊, 溫泉之旅, 自然景觀, 豪華",35000 - 39999,"台東, 合掌村, 日本東北, 金門(含廈門)"
524,ad2f217f-505c-4742-85af-292a493a9055,"洛杉磯, 環球影城, 舊金山","主題樂園, 自然景觀",75000 - 79999,無
525,ad4da8b2-d503-43e5-baf7-6e1fa8df0e58,高雄,其他,10000 - 14999,無
526,adbe3152-8a40-42d6-8ee1-86fa5f0902a3,"威尼斯, 尼斯, 沖繩, 高雄","主題樂園, 其他, 文化歷史, 海島旅遊, 自然景觀, 親子旅遊, 豪華",25000 - 29999,泰國
527,addabb4b-afe2-435a-b572-09308862200f,平等院,"溫泉之旅, 自然景觀",45000 - 49999,無
528,ae4c3069-a486-47be-8630-687d4cab0b77,印度,"美食, 豪華, 購物",30000 - 34999,蜆港
529,af004c31-ee8f-45b6-aee1-8e4f9709f7eb,"伏見稻荷大社, 北野, 北野異人館, 大阪, 大阪城, 奈良, 宇治, 宇治川, 嵐山, 平等院, 有馬溫泉, 東大寺, 清水寺, 環球影城, 神戶, 金閣寺, 高雄, 黑門市場","主題樂園, 文化歷史, 溫泉之旅, 自然景觀, 藝文體驗, 親子旅遊, 購物",35000 - 39999,無
530,af49154c-d81c-4693-9f00-2ed5d22288f4,"埃及, 尼羅河, 紅海, 金字塔, 阿布辛貝","其他, 文化歷史, 美食, 自然景觀, 豪華",95000 - 99999,無
531,af5d1eb4-cfbc-4c49-a572-45d0527af2bc,羅馬,自然景觀,135000 - 139999,無
532,af6389b5-ec18-4ba7-a0fc-e65b99ef8978,台北,其他,5000 - 9999,上海-SHANGHAI(SHA)
533,af9ee515-e364-456c-ae42-733cf6e402de,"威尼斯, 尼斯, 米蘭, 羅馬, 義大, 義大利","其他, 夜間活動, 文化歷史, 海島旅遊, 自然景觀",80000 - 84999,無
534,afe5bd87-afdc-4904-afc4-c8897c50a08a,"天鵝堡, 德國, 慕尼黑, 羅曼蒂克大道",其他,55000 - 59999,"歐洲, 歐洲全部"
535,b08d20c6-74a2-47e6-ada7-3a64e37e3508,"台中, 夜景, 明洞, 景福宮, 東大門, 首爾, 高雄","夜間活動, 海島旅遊, 自然景觀, 購物",15000 - 19999,無
536,b09311d8-625a-4ecf-b72a-d49f735e2179,九重夢大吊橋,"溫泉之旅, 自然景觀, 豪華",30000 - 34999,無
537,b0cec938-f338-4cac-8036-03540c1abde4,"山形, 東京, 銀山, 銀山溫泉街, 高雄","海島旅遊, 溫泉之旅, 自然景觀, 雪景",40000 - 44999,無
538,b0f669dc-2976-42f3-bb18-f3c77e4b8eea,"福岡, 福岡塔",其他,0 - 4999,無
539,b18b2094-4801-4e22-b62f-82ff433902f0,"東京, 高雄",其他,10000 - 14999,東京-TOKYO(TYO)
540,b1a31f9a-d0e1-4c1c-9368-4de63aecade8,"函館, 北海道, 圓山動物園, 小樽, 旭山動物園, 高雄","婚禮蜜月, 溫泉之旅, 美食, 自然景觀, 親子旅遊, 雪景",50000 - 54999,"北海道, 高雄直飛"
541,b1c1ffe7-f58a-4821-a276-495debebc745,銀山,"文化歷史, 溫泉之旅, 自然景觀",30000 - 34999,無
542,b1d0a041-80b4-4899-8b5d-618e23e14c1f,釜山,"自然景觀, 購物",20000 - 24999,無
543,b1e24bd7-6b4b-4a4c-9c04-c3443b25be84,"明洞, 首爾, 高雄","主題樂園, 自然景觀, 豪華, 購物, 雪景",30000 - 34999,無
544,b252c748-7e04-4979-8cb5-50e6ac8b1ac7,"台北, 嘉義, 日月潭, 阿里山","海島旅遊, 美食, 自然景觀",15000 - 19999,日月潭阿里山
545,b2dfbd17-7df4-4a7c-9765-ea524de3e21f,"六甲山, 函館, 北海道, 夜景, 小樽, 日月潭, 旭山動物園, 海洋公園, 環球影城, 苗栗","主題樂園, 其他, 夜間活動, 海島旅遊, 溫泉之旅, 美食, 自然景觀, 藝文體驗, 親子旅遊, 雪景",40000 - 44999,無
546,b3b20e7e-7be0-43be-a809-b0dd487b9ddb,"桃園, 香港","其他, 海島旅遊",5000 - 9999,網卡
547,b3f25214-d4c6-4ee5-acce-3039f2b3d495,"京都, 大阪",其他,無資料,無
548,b42ab065-0e1e-4788-9054-0ea28275a369,"大阪, 奈良, 東大寺, 清水寺, 環球影城, 高雄","主題樂園, 文化歷史",35000 - 39999,天橋立
549,b4640544-83ae-4a24-9834-4eac12340e6a,"大英博物館, 巴黎, 比利時, 羅浮宮, 英荷比法","文化歷史, 購物",90000 - 94999,無
550,b4ae5579-6708-476d-928f-bd6ca015544e,"函館, 北海道, 夜景, 小樽, 熊牧場","夜間活動, 溫泉之旅, 美食, 自然景觀, 雪景",55000 - 59999,無
551,b4cd110d-03fe-47c7-a9e3-e97213bf0e80,"函館, 北海道, 哈修塔特, 國王湖, 奧捷, 小樽, 小樽音樂盒堂, 布達佩斯, 庫倫洛夫, 旭山動物園, 熊牧場, 維也納","婚禮蜜月, 溫泉之旅, 美食, 自然景觀, 親子旅遊",60000 - 64999,無
552,b63faab7-396c-4151-8ecd-cc23383c26d6,"沖繩, 美麗海水族館, 高雄","海島旅遊, 親子旅遊, 購物",25000 - 29999,無
553,b685a258-df08-4f68-ad10-e71436839c9e,"埃及, 紅海, 金字塔",豪華,55000 - 59999,無
554,b6b58da7-6c3d-455c-a531-3b360279c054,"富士, 沖繩, 那霸","海島旅遊, 火車旅遊, 自然景觀, 豪華",120000 - 124999,無
555,b7223405-4afb-4c3e-9e6f-a3af0b37fa25,金門,海島旅遊,5000 - 9999,無
556,b79825cc-1820-4964-9a06-ffafba917bae,黑風洞,"美食, 豪華",20000 - 24999,無
557,b80a47e0-79ab-405b-9653-7aecaf4ad973,"倫敦, 台北, 大英博物館, 巴斯, 巴黎, 布魯日, 比利時, 羅浮宮, 羊角村, 英荷比法, 荷蘭, 阿姆斯特丹","其他, 文化歷史, 藝文體驗, 購物",30000 - 34999,"倫敦, 倫敦-LONDON(LON), 比利時"
558,b86bfe81-b8e3-41cf-9597-461546123053,"台中, 審計新村, 扇形車庫, 義大, 高雄","文化歷史, 火車旅遊, 親子旅遊",0 - 4999,"24KHHCYI24, 24KHHCYI35, 24KHHCYI37, 24KHHCYI41, 24KHHCYI42, 24KHHCYI46, 中部, 南部, 台灣全選"
559,b8d0e228-3dcb-43a9-8cf8-2d9db7acea69,"富士, 明治神宮, 東京, 沖繩, 淺草, 淺草寺, 箱根, 草津溫泉, 西湖, 雷門","主題樂園, 其他, 文化歷史, 溫泉之旅, 美食, 自然景觀, 購物, 雪景",30000 - 34999,"東京, 沖繩"
560,b9b077c4-d5dc-4a62-a5f8-78d4bbcbdff3,"台北, 東京",其他,25000 - 29999,東京-TOKYO(TYO)
561,b9f0ab9b-c36a-44e2-bf01-a04a29c84dad,"台中, 威尼斯, 尼斯",網美打卡,25000 - 29999,下龍灣
562,ba7cb5e6-e250-48b0-97b8-ec50de0a6b1b,"東京, 香港","其他, 海島旅遊",無資料,無
563,bad70fcd-155f-47b1-8e63-d3631dc82266,"北野, 宇治, 宇治川, 嵐山, 有馬溫泉, 清水寺, 環球影城","主題樂園, 文化歷史, 溫泉之旅, 美食, 自然景觀",35000 - 39999,無
564,bb6ba607-e845-4ee0-adb6-c94f3d851bd7,台北,其他,0 - 4999,達佛-DAVAO(DVO)
565,bbb9496d-4c5d-44c4-ab3d-e1a4e4a6efe0,仙台,其他,10000 - 14999,無
566,bbed75e5-32c6-4540-ad7f-11b11a28f11b,花蓮,其他,0 - 4999,無
567,bc0f0664-9cd0-4f91-a276-c99f1ce52e9f,"台北, 白宮",其他,5000 - 9999,無
568,bdbb9c46-9f48-4712-b27e-4d8640f9db1c,"台北, 東京",其他,10000 - 14999,無
569,bea2617b-f812-4ba0-bfb0-e9af6263956a,"嘉義, 奮起湖, 阿里山","主題樂園, 自然景觀",5000 - 9999,無
570,bec744de-0372-457e-accb-b0bec65d8890,香港,其他,0 - 4999,無
571,bffd2c02-9995-4bd9-916a-15b361d3d70f,"台北, 札幌",其他,10000 - 14999,札幌-北海道
572,c04c9c6f-bfd8-4527-b1fc-0498fe3e3888,"台中, 海洋公園, 火山","主題樂園, 文化歷史, 海島旅遊, 美食, 自然景觀, 親子旅遊, 豪華, 購物",30000 - 34999,"上海, 印尼, 吳哥窟, 大陸, 菲律賓, 菲律賓長灘島, 菲律賓高雄出發, 越南, 越南高雄出發, 香港"
573,c0e38ce4-8a06-4bb7-8d89-86cda999b5c4,"台北, 宜蘭, 新北, 新竹, 桃園, 淡水","其他, 自然景觀, 豪華",5000 - 9999,"台北, 宜蘭, 新北, 新竹, 桃園"
574,c0eeaacf-10ce-4070-b2ee-f011b10a2548,"台北, 大阪, 東京",其他,10000 - 14999,"大阪-OSAKA(OSA), 東京-TOKYO(TYO)"
575,c186260e-a63b-4a38-b30a-50435c6028eb,土耳其,文化歷史,80000 - 84999,無
576,c19ad575-3ca6-4004-9a00-d7aa5edddb92,"嘉義, 奮起湖, 屏東, 阿里山, 高雄","其他, 自然景觀",0 - 4999,台灣
577,c1fa7d77-f15d-4c4c-9b5b-3bca7296bbee,東京,其他,無資料,東京
578,c28644ec-b284-4ea6-8a63-19367a22d819,"北海道, 天狗山, 小樽, 旭川, 札幌","其他, 自然景觀, 豪華",無資料,"大阪, 札幌-北海道, 沖繩"
579,c3458870-d509-4578-a963-d65e9edaaadd,"卡帕多奇亞, 印度, 土耳其","戶外活動, 文化歷史, 美食, 豪華, 購物",50000 - 54999,無
580,c3b53123-3ec1-4ead-817c-086ae963af5f,阿里山,"婚禮蜜月, 自然景觀",30000 - 34999,無
581,c3bedf77-10b9-48e5-8359-4262a3cd8360,"函館, 北海道, 台北, 夜景, 小樽, 札幌, 熊牧場","其他, 夜間活動, 溫泉之旅, 美食, 自然景觀",15000 - 19999,"仙台市-宮城縣-SENDAISHI(SDJ), 曼谷-BANGKOK(BKK), 札幌-北海道-SAPPORO(SPK), 釜山-PUSAN(PUS)"
582,c3d4e97c-7428-4817-b4bd-d6abc41bac36,"匈牙利, 哈修塔特, 多瑙河, 奧捷, 威尼斯, 尼斯, 布拉格, 布達佩斯, 法國, 維也納, 羅浮宮, 羅馬","婚禮蜜月, 文化歷史, 自然景觀, 購物",85000 - 89999,"克羅埃西亞, 捷克, 東歐多國"
583,c3ea8228-689f-4cee-b8b1-f0be8950ba11,宜蘭,豪華,0 - 4999,無
584,c44c776a-7038-4b11-9f64-1fffb899d3c7,"富士, 東京, 河口湖, 淺草, 淺草寺, 高雄","文化歷史, 溫泉之旅, 美食, 自然景觀",35000 - 39999,無
585,c46104a2-a435-44c0-ab0c-9f126ccb52a4,"夜景, 明洞, 景福宮, 東大門, 首爾, 高雄","夜間活動, 海島旅遊, 自然景觀, 購物",20000 - 24999,無
586,c4deb832-109f-4253-96ad-a7cb1e586257,"函館, 北海道, 夜景","夜間活動, 溫泉之旅, 火車旅遊, 美食, 自然景觀",50000 - 54999,無
587,c55b3bee-cd2c-4564-b933-a6b24236de31,"嘉義, 奮起湖","自然景觀, 藝文體驗, 豪華",5000 - 9999,無
588,c64587f5-c9e5-4a0a-83b5-e819de56dae4,"北海道, 北海道神宮, 小樽","溫泉之旅, 自然景觀, 豪華",25000 - 29999,無
589,c691f7b3-7a03-4199-b98d-702e43bbe946,"松島海水浴場, 海水浴場, 釜山","海島旅遊, 自然景觀",無資料,釜山
590,c6985262-8c8a-4457-a102-9a5b9b0103bb,"吉隆坡, 新加坡, 馬六甲",其他,60000 - 64999,無
591,c6d3e9a0-af5d-4d87-bb27-3d673b5eedb7,"台北, 沖繩",其他,10000 - 14999,沖繩-OKINAWA(OKA)
592,c707ae45-c8ae-4189-9403-d312f6c939a4,"廣安大橋, 釜山","自然景觀, 購物, 雪景",25000 - 29999,無
593,c7a144eb-f27d-4f47-97c2-917f0aad3aa9,"函館, 北海道, 夜景, 小樽","夜間活動, 婚禮蜜月, 溫泉之旅, 美食, 自然景觀",20000 - 24999,無
594,c920ed01-dfda-4067-88bf-5325900dc5d1,"台北, 大阪",其他,20000 - 24999,"大阪-OSA, 大阪-OSAKA(OSA)"
595,cb601440-f6c9-41ea-8e31-17773c0e4d0f,"京都, 仙台, 函館, 北海道, 千秋公園, 大阪, 奈良, 小樽, 熊牧場, 神戶, 美瑛青池, 銀山, 銀山溫泉街","其他, 溫泉之旅, 火車旅遊, 美食, 自然景觀, 親子旅遊",35000 - 39999,無
596,cb6b2cfb-1859-4116-a3af-992a92ad6700,"函館, 北海道, 升旗山, 夜景, 小樽, 熊牧場","夜間活動, 婚禮蜜月, 溫泉之旅, 美食, 自然景觀, 購物",25000 - 29999,無
597,cb88940d-01a8-4538-b2c9-99eb9efbcd87,"台北, 維也納",其他,35000 - 39999,維也納機場(VIE)
598,cb94f6e1-7cf4-46d1-a08e-2ddf2a4468ca,"屏東, 臺東",火車旅遊,0 - 4999,無
599,cc975c30-d4cc-441e-895f-df7fe4210db4,"城山日出峰, 海洋公園, 海雲台, 漢拏樹木園, 牛島, 跨海大橋, 釜山","夜間活動, 文化歷史, 海島旅遊, 火車旅遊, 自然景觀, 藝文體驗, 豪華, 購物",15000 - 19999,"濟州島, 釜山慶州"
600,ccc45f3a-dd45-4d80-b89f-ffe63f72486e,"富士, 東京, 箱根","主題樂園, 文化歷史, 溫泉之旅, 美食, 自然景觀",35000 - 39999,東京迪士尼.晴空塔.箱根.海盜船.忍野八海.螃蟹溫泉美食.富士美景五日
601,cd171f5d-ba05-4c32-9828-a7b36a26a98e,"基隆, 沖繩, 石垣島",海島旅遊,30000 - 34999,無
602,cd1cd580-e29e-412e-a9e4-7f3f83cd9d19,日月潭,"溫泉之旅, 自然景觀",5000 - 9999,"台灣, 日月潭, 魚池鄉"
603,cd54bd53-3dbc-4ba4-ac08-129edae87564,高雄,其他,無資料,"高鐵假期, 高雄"
604,cda22461-915a-4882-9d7e-90115972e05d,"函館, 北海道, 夜景","夜間活動, 溫泉之旅, 火車旅遊, 美食, 自然景觀",35000 - 39999,無
605,cdce27ca-60cc-45a1-b51e-f1d54603277c,"景福宮, 西面, 釜山, 首爾, 高雄","主題樂園, 火車旅遊, 自然景觀, 購物",15000 - 19999,韓國全選
