,使用者ID,地點／景點,活動,購買區間,搜尋紀錄
606,cddaedf3-1560-40c3-a094-1c1393589362,"印度, 德里, 捷普, 泰姬瑪哈, 瑜珈, 阿格拉","其他, 文化歷史, 豪華",40000 - 44999,"印度, 暑假大阪旅遊｜京阪神三都.四季空中花卉~神戶布引香草園.藝術美學átoa水族館.環球影城瑪利歐, 暑假大阪旅遊｜京阪神三都.四季空中花卉~神戶布引香草園.藝術美學átoa水族館.環球影城瑪利歐.和牛龍蝦五日"
607,ce9128f8-f72e-416f-9f39-dda4f2bdb3ee,"奈良, 嵐山, 清水寺, 金閣寺","文化歷史, 自然景觀",30000 - 34999,無
608,cebb07c3-fcb4-49f3-8427-b84d12b0e301,"京都, 美術館","文化歷史, 海島旅遊, 藝文體驗",45000 - 49999,嚴島神社
609,cee7f89b-0d56-430d-a173-3753f696d620,"威尼斯, 尼斯, 策馬特, 羅浮宮, 羅馬, 馬特宏峰","自然景觀, 豪華",160000 - 164999,無
610,cf3a4a9e-69be-4bc1-bf9d-080d610bd061,"哈修塔特, 布達佩斯, 維也納","婚禮蜜月, 自然景觀",95000 - 99999,無
611,cf6bff37-02d2-4332-96e4-6acf2d2a739a,群馬,雪景,55000 - 59999,無
612,cf9a937b-cba8-4f46-87b4-2cd8a5704284,"奈良, 海遊館, 清水寺, 環球影城, 金閣寺","主題樂園, 文化歷史, 自然景觀, 豪華",30000 - 34999,無
613,cffc537a-c0ff-48a3-b315-4dfb956f99bd,"吉隆坡, 新加坡, 馬六甲, 黑風洞","其他, 文化歷史, 美食, 豪華",25000 - 29999,吉隆坡
614,d06c42de-7162-4fa8-802d-0d338ec602b8,東京,其他,0 - 4999,無
615,d093f86b-1d0c-445c-9168-31e10d364749,芬蘭,"火車旅遊, 自然景觀, 雪景",175000 - 179999,無
616,d0bb0032-2891-4176-9d6c-d788f0864f5b,"基隆, 那霸","其他, 海島旅遊",10000 - 14999,無
617,d14beeff-60d0-485a-819d-d51f804ca55b,"沖繩, 跨海大橋","文化歷史, 豪華",25000 - 29999,無
618,d1c3d14c-72da-434f-979a-39f3ba8a3b88,歌劇院,"婚禮蜜月, 海島旅遊, 美食, 自然景觀, 藝文體驗, 親子旅遊, 豪華",65000 - 69999,雪梨
619,d36b2491-9019-4d93-8a3e-bbc6132ec166,"九重夢大吊橋, 升旗山, 熊本, 熊本城, 釜山","溫泉之旅, 火車旅遊, 美食, 自然景觀, 豪華, 購物",30000 - 34999,無
620,d3ddf1ff-a075-4022-9a03-cda0c3d34289,澳門,其他,0 - 4999,澳門
621,d418b593-5693-436e-96fd-4c2d16127910,阿里山,自然景觀,10000 - 14999,無
622,d521f9eb-451e-46fe-99d1-b052cb96a47b,"花蓮, 西班牙, 高雄","文化歷史, 火車旅遊, 美食, 自然景觀, 豪華",0 - 4999,無
623,d53d692d-c3a4-4485-ad5f-51c06f395161,"北海道, 小樽, 旭山動物園, 美瑛青池","溫泉之旅, 美食, 自然景觀, 親子旅遊, 雪景",50000 - 54999,無
624,d5562633-2a48-432b-9717-657ce3966252,東京,其他,0 - 4999,無
625,d63a0b4a-a394-4d0c-aef8-7090a486707a,"屏東, 高雄",其他,0 - 4999,無
626,d65624b6-a319-4d43-9946-421eeda4afb8,"函館, 北海道, 夜景, 熊牧場","夜間活動, 溫泉之旅, 美食, 自然景觀",55000 - 59999,無
627,d7d40f70-3e78-40d8-8bc9-5ad5bf0c107c,"台北, 大阪",其他,10000 - 14999,"仁川-INCHEON(ICN), 大阪-OSAKA(OSA), 東京-TOKYO(TYO)"
628,d7e0f0bb-2bb5-44d4-a4c8-8d3cd3361d1d,"九份, 台中, 台北, 合歡山, 大阪, 大鵬灣, 宜蘭, 屏東, 新北, 日月潭, 杉林溪, 清境農場, 美食街, 花蓮, 西門町, 觀景台, 高雄","主題樂園, 其他, 婚禮蜜月, 溫泉之旅, 火車旅遊, 美食, 自然景觀, 豪華, 購物",0 - 4999,無
629,d7ed2245-592c-4aee-84ad-995173ef73c1,"內灣, 內灣老街, 太平山, 宜蘭, 新竹, 苗栗","其他, 火車旅遊, 自然景觀, 購物",0 - 4999,無
630,d8a436b0-f945-491d-97d1-d6f5949722e1,土耳其,文化歷史,60000 - 64999,無
631,d94f4f3c-b7d4-4774-98f3-cf50c547dd8f,"六甲山, 神戶, 神戶港, 高雄","其他, 自然景觀",35000 - 39999,日本
632,d9f0186d-7e03-4fb5-a644-74a5a97dbc4d,"凡爾賽, 國家博物館, 歐洲, 羅浮宮, 荷蘭","婚禮蜜月, 文化歷史",110000 - 114999,無
633,dae4a4d5-294a-413d-bce1-7978b8a5e6b0,"台北, 香港","其他, 海島旅遊",0 - 4999,無
634,db5ed8a3-7571-498c-a9ea-5fff0adff3dd,"台北, 釜山, 香港","其他, 自然景觀",5000 - 9999,"大邱-DAEGU(TAE), 清州市-忠清北道-CHEONGJU SHI(CJJ), 濟州島-CHEJU(JEJU)(CJU), 釜山-PUSAN(PUS), 首爾-SEOUL(SEL)"
635,db8eec1d-b716-4fa7-823c-673563d4051b,"大阪, 富士, 高雄",其他,20000 - 24999,大阪
636,db95409b-a13c-4b88-bffb-16837f3869ef,台中,"海島旅遊, 自然景觀, 豪華, 購物",25000 - 29999,無
637,dc6a5b4e-4b2d-4a07-8b00-d8a65d010b3b,花蓮,其他,0 - 4999,花蓮美侖大飯店
638,dc715c56-4a0e-41e7-bc8d-76c99ed8353c,"哈修塔特, 奧捷, 布拉格",文化歷史,70000 - 74999,無
639,dca1e7dc-9e24-49a8-a361-ec2d663af030,東京,其他,0 - 4999,無
640,dcef9225-9112-4b7f-bb0c-42fefe47a211,"函館, 北海道, 小樽, 熊牧場","溫泉之旅, 美食, 自然景觀",35000 - 39999,北海道
641,dd2c0adb-f96d-4d64-aa91-ecfa0fd19b09,"大阪, 奈良, 嵐山, 有馬溫泉, 東大寺, 清水寺, 環球影城, 金閣寺","主題樂園, 文化歷史, 溫泉之旅, 自然景觀",35000 - 39999,無
642,dd4a5f48-5ad2-4dc5-b22d-ad428ead9b76,新潟,雪景,20000 - 24999,東北
643,dd5d56c1-1856-4491-b9cd-21c974f76269,"博斯普魯斯, 土耳其, 埃及, 尼羅河, 紅海, 金字塔, 阿布辛貝","文化歷史, 豪華",75000 - 79999,土耳其
644,dd862d1b-9eba-47cb-9513-4bfee6f1ae3d,"台北, 大阪",其他,10000 - 14999,"台北-Taipei(TPE), 大阪-OSAKA(OSA), 岡山機場(OKJ)"
645,ddf8c22f-b49c-4d03-b7e4-4a7cb4b2e0a4,"明洞, 東京, 沖繩, 首爾, 高雄","主題樂園, 溫泉之旅, 美食, 自然景觀, 親子旅遊, 購物, 雪景",40000 - 44999,"春節, 春節三日, 春節五日, 春節四日"
646,de1c94e9-1677-499e-9da9-9dbccac657ed,"富士, 東京, 橫濱, 江之島, 鎌倉","主題樂園, 婚禮蜜月, 海島旅遊, 火車旅遊, 自然景觀",30000 - 34999,無
647,dea2fbdb-dbba-43b0-b63a-23ca21931dd8,"北海道, 小樽","文化歷史, 溫泉之旅, 美食, 自然景觀, 豪華",35000 - 39999,無
648,e0478129-c7ba-40ee-8a46-9182748dc48b,"沖繩, 美麗海水族館, 高雄","其他, 親子旅遊",15000 - 19999,沖繩
649,e0544ebf-4d4f-4c2f-a020-95201356be4d,"塗鴉秀, 沖繩, 首爾, 高雄","海島旅遊, 美食, 購物",20000 - 24999,限時
650,e06d4e7c-7a40-4711-8b51-fe45492732cc,"拉斯維加斯, 洛杉磯, 舊金山",自然景觀,60000 - 64999,無
651,e07a173e-0d32-4db2-8129-38484d983dba,"義大, 義大利, 高雄","文化歷史, 火車旅遊, 購物",90000 - 94999,無
652,e0908665-22f3-4d0d-a421-804d8e2cb786,花蓮,"其他, 火車旅遊",0 - 4999,無
653,e0a90d1e-6a7c-4d21-bd03-9902f6946a0d,"台中, 台北, 香港","其他, 海島旅遊",10000 - 14999,無
654,e12b11b0-73f3-4068-971d-f530ffbc8293,"倫敦, 劍橋, 大英博物館, 威尼斯, 尼斯, 巴黎, 比利時, 牛津, 米蘭, 羅浮宮, 羅馬, 義大, 義大利, 英國, 英荷比法","夜間活動, 文化歷史, 海島旅遊, 自然景觀, 購物",60000 - 64999,"沖繩, 泰國, 韓國"
655,e171b46b-16e0-43c7-95a3-c0e82df80181,"函館, 北海道, 大阪, 心齋橋",其他,20000 - 24999,無
656,e18321f5-0ef0-4c4d-bfab-c18e4fd68b15,"東京, 橫濱","美食, 豪華",65000 - 69999,東京
657,e185aeb9-e85b-468b-9f5b-f4f1f50a1134,"凡爾賽, 國家博物館, 土耳其, 大英博物館, 巴黎, 歐洲, 比利時, 羅浮宮, 英荷比法, 荷蘭","婚禮蜜月, 文化歷史, 美食, 購物",90000 - 94999,"亞非全選, 歐洲全選"
658,e2fae455-774f-4293-be91-8657cc1d6201,高雄,"其他, 火車旅遊, 自然景觀, 藝文體驗",0 - 4999,無
659,e3453a6b-26dd-4970-9830-562aa4528044,"天鵝堡, 德瑞, 法國, 羅曼蒂克大道, 羅浮宮","文化歷史, 自然景觀, 購物",65000 - 69999,無
660,e42d278d-324d-4233-8ecc-6b1b29616ba3,"哈修塔特, 奧捷, 布拉格, 維也納",文化歷史,65000 - 69999,無
661,e43df7b6-c1db-4c88-bdd4-7ea8838c3583,大鵬灣,美食,0 - 4999,無
662,e443d8a4-31b1-4767-b365-38bb4f4838af,"嘉義, 阿里山","文化歷史, 火車旅遊, 自然景觀",10000 - 14999,宜花旅遊
663,e4ee2be7-cabf-40fe-9c45-bf8d1653f106,高雄,"溫泉之旅, 自然景觀, 豪華",5000 - 9999,無
664,e53c6488-6276-4b9e-bf6f-5492c6ed78da,"上野公園, 中尊寺, 京都, 仙台, 伏見稻荷大社, 十和田湖, 台中, 夜景, 大阪, 奈良, 富士, 嵐山, 平等院, 心齋橋, 新宿, 明治神宮, 東京, 東福寺, 橫濱, 江之島, 河口湖, 淺草, 淺草寺, 清水寺, 熊本, 環球影城, 神戶, 神戶動物王國, 箱根, 西湖, 角館, 遠野故鄉村, 金閣寺, 銀山, 銀山溫泉街, 鎌倉, 高雄","主題樂園, 夜間活動, 文化歷史, 海島旅遊, 溫泉之旅, 火車旅遊, 美食, 自然景觀, 豪華, 購物, 雪景",30000 - 34999,無
665,e550c3a8-06e3-493b-af26-66da2f2de0ef,"七星潭, 花蓮","其他, 豪華",0 - 4999,無
666,e6272816-d14a-4656-ad3d-220e022f5182,"基隆, 石垣島, 那霸",海島旅遊,20000 - 24999,郵輪
667,e67e6b67-6a67-4576-93ac-c8f7745df431,"白廟, 藍廟","美食, 自然景觀, 藝文體驗, 親子旅遊, 豪華, 購物",40000 - 44999,"曼谷、芭達雅、華欣、桂河, 清邁"
668,e6951c57-2c9d-437e-ac7a-7f63a9bfe61c,"七星潭, 花蓮","火車旅遊, 自然景觀, 豪華",0 - 4999,無
669,e698ce1f-62bd-4c2f-8188-910ac0309816,"明洞, 景福宮, 首爾, 高雄","海島旅遊, 自然景觀, 購物",20000 - 24999,無
670,e6d1ed55-ce62-4800-80ed-c7ac910790ef,"東京, 淺草",其他,0 - 4999,東京
671,e7092aae-be1e-4132-9dda-48dc8c02d3ec,"台北, 東京",其他,10000 - 14999,東京-TOKYO(TYO)
672,e71ed84b-4e46-4b42-a66f-ea5efa5bdf1a,"威尼斯, 尼斯","夜間活動, 購物",20000 - 24999,無
673,e79110f2-cf24-4a1d-af66-bebc9733af1c,桃園,"文化歷史, 美食",0 - 4999,無
674,e848d6ef-c851-4452-ae7b-c331dfc84624,"熊本, 熊本城","海島旅遊, 溫泉之旅, 火車旅遊, 自然景觀",35000 - 39999,無
675,e888f3af-a464-487d-a40d-69fbd4b457bc,"印度, 泰姬瑪哈, 釜山, 阿拉斯加","文化歷史, 溫泉之旅, 自然景觀, 豪華, 購物, 雪景",120000 - 124999,無
676,eb64c712-5f2b-4f12-8363-d28c826e84f3,"36古街, 台中, 法國, 高雄","主題樂園, 文化歷史, 海島旅遊, 溫泉之旅, 美食, 自然景觀, 豪華, 購物",35000 - 39999,越南
677,eba11d9b-44c6-441b-aedd-0f5bef20f7ff,"函館, 北海道, 夜景, 小樽, 小樽音樂盒堂, 旭山動物園, 札幌, 海洋公園, 熊牧場","夜間活動, 婚禮蜜月, 文化歷史, 海島旅遊, 溫泉之旅, 火車旅遊, 美食, 自然景觀, 親子旅遊, 豪華, 雪景",45000 - 49999,北海道
678,ec405e0a-b47b-4de5-ba9b-d69dbf688f8c,"函館, 北海道, 夜景, 小樽, 旭山動物園","夜間活動, 婚禮蜜月, 溫泉之旅, 美食, 自然景觀, 親子旅遊",100000 - 104999,北海道
679,ec584dcb-2103-4448-9700-c65c13ed1f8f,"嘉義, 高雄",其他,0 - 4999,無
680,ec98a2e7-b5a3-41f7-b046-dca6722f9440,澳門,其他,0 - 4999,澳門
681,ecde3b5d-6437-4234-8479-7ce15b4a56d7,"德瑞, 慕尼黑, 瑞士, 羅曼蒂克大道, 萊茵河, 馬特宏峰","文化歷史, 火車旅遊, 自然景觀, 雪景",95000 - 99999,無
682,ecf56f7e-7d17-443f-9287-2023047cbc27,"哈修塔特, 國王湖, 奧捷, 庫倫洛夫, 德國, 德瑞, 歐洲, 瑞士, 維也納","文化歷史, 自然景觀",90000 - 94999,"奧地利、捷克, 德國、奧地利, 德國、瑞士"
683,ed375736-b360-4fe2-bfb5-14848c6480ac,"杉林溪, 義大","其他, 自然景觀, 豪華",0 - 4999,無
684,eed8ccd2-3435-482f-a859-44a1c56c593c,清境農場,其他,0 - 4999,無
685,eee2ee74-75e2-464a-90d8-85d6e0b4f221,"臺南, 高雄",其他,0 - 4999,無
686,ef0eebff-02ce-424e-b815-9ee886c63ce5,西面,其他,0 - 4999,釜山
687,ef6bf5d2-7f08-47db-9077-602787af6e29,"台北, 東京",其他,10000 - 14999,東京-TOKYO(TYO)
688,ef9121ba-b914-45f7-976e-66db1dc8367e,京都,其他,0 - 4999,無
689,efdd956b-23f9-472b-97e1-0066553ee136,"台中, 麗寶, 麗寶樂園","主題樂園, 其他",0 - 4999,"台中, 台中(Taichung), 台灣, 綠園道草悟道, 長榮桂冠酒店 (台中)(EVERGREEN LAUREL HOTEL (TAICHUNG))"
690,efebfaff-86e5-4a09-908c-8450dbe35162,"台北, 陽明山",自然景觀,0 - 4999,無
691,effc803a-4ab0-4fe8-919d-684111492798,"台中, 香港",其他,0 - 4999,"首爾-SEOUL(SEL), 香港-HONGKONG(HKG)"
692,effdb978-0e10-49c0-8f43-538569fd786e,"函館, 北海道, 小樽, 小樽運河, 熊牧場, 長崎","海島旅遊, 溫泉之旅, 美食, 自然景觀, 豪華",40000 - 44999,無
693,f00c04a9-ecd4-4d66-b3b1-f2e7fdf126c1,"函館, 北海道, 夜景, 小樽, 小樽運河, 小樽音樂盒堂, 旭山動物園, 札幌, 歌劇院, 海洋世界, 海洋公園, 熊牧場, 美瑛青池","夜間活動, 婚禮蜜月, 文化歷史, 海島旅遊, 溫泉之旅, 火車旅遊, 美食, 自然景觀, 藝文體驗, 親子旅遊, 豪華, 雪景",55000 - 59999,無
694,f06ebfda-9816-477a-a233-7af93e62b4f4,"夜景, 太平山, 宜蘭","夜間活動, 婚禮蜜月, 自然景觀, 豪華",5000 - 9999,無
695,f09ab583-0a40-4022-9590-8aeae697b435,時代廣場,其他,無資料,"紐約-紐約州, 紐約時代廣場希爾頓花園飯店"
696,f0e91ea1-78f6-4e43-a7cc-dcb54cbc25fd,花蓮,其他,0 - 4999,無
697,f0f27995-4324-4f6a-bd94-61c7d9d74161,"大阪, 心齋橋",其他,20000 - 24999,"京都, 大阪, 東京"
698,f1aa58ac-3766-4e14-b49b-8b6b8a61f2ab,"花蓮, 西班牙, 高雄","美食, 自然景觀, 豪華",0 - 4999,無
699,f1f56ec7-c9ab-4e2e-a006-f6efd6d07a4d,"天鵝堡, 德國, 慕尼黑, 羅曼蒂克大道, 高雄","其他, 文化歷史, 海島旅遊, 溫泉之旅, 自然景觀",35000 - 39999,無
700,f1f95b54-b95b-46cc-b235-c2340e05b6bf,"函館, 北海道, 夜景, 大阪, 富士, 小樽, 新宿, 明洞, 景福宮, 東京, 湯布院, 環球影城, 箱根, 箱根海盜船, 金鱗湖, 釜山, 首爾, 高雄","主題樂園, 夜間活動, 海島旅遊, 溫泉之旅, 火車旅遊, 美食, 自然景觀, 親子旅遊, 豪華, 購物, 雪景",70000 - 74999,東北亞全選
701,f2871277-34ff-4dd8-90e3-d622b51ed15c,"京都, 北野, 北野異人館, 大阪, 大阪城, 奈良, 宇治, 嵐山, 時尚購物中心, 東大寺, 沖繩, 清水寺, 環球影城, 神戶, 高雄, 黑門市場","主題樂園, 文化歷史, 海島旅遊, 自然景觀, 藝文體驗, 親子旅遊, 購物",30000 - 34999,無
702,f2dea9d7-84be-4191-8ba2-7077c7f37cb6,"東京, 箱根, 高雄","主題樂園, 文化歷史, 溫泉之旅, 美食, 自然景觀, 親子旅遊, 豪華",55000 - 59999,無
703,f380d57b-71ad-4e80-bbf4-375941d38c76,"函館, 北海道, 夜景, 小樽, 熊牧場","夜間活動, 溫泉之旅, 美食, 自然景觀",40000 - 44999,無
704,f4565b17-96c3-4006-a3ec-b4d32e8f89bf,"日月潭, 高雄",自然景觀,0 - 4999,無
705,f47da7fd-b935-4a1e-bc01-2056712a736a,高雄,其他,0 - 4999,福容大飯店 高雄
706,f4a64be9-b99c-4a11-ac5b-0c9e44a5a122,京都,其他,0 - 4999,無
707,f4c13247-5f08-48e3-a91d-6ffd090ad347,"大阪, 高雄",其他,15000 - 19999,無
708,f4f3271d-24ee-4e26-a751-daf4f89667c3,"明洞, 首爾, 高雄","其他, 網美打卡",20000 - 24999,首爾
709,f5cf2a96-3cde-4c8c-85b8-49a70091d150,"二條城, 嚴美溪, 基隆, 富士, 小岩井農場, 明洞, 東京, 沖繩, 海雲台, 神戶, 神戶港, 箱根, 角館, 釜山, 銀山, 銀山溫泉街, 首爾, 高雄","主題樂園, 其他, 婚禮蜜月, 文化歷史, 海島旅遊, 溫泉之旅, 火車旅遊, 網美打卡, 美食, 自然景觀, 藝文體驗, 豪華, 購物",25000 - 29999,"台灣全部, 日本全部"
710,f63eaee8-356b-4de0-ba6a-49a62ca9b9de,"京都, 大阪, 心齋橋, 環球影城, 黑門市場","主題樂園, 其他, 自然景觀, 購物",15000 - 19999,"京都, 大阪, 日本全部"
711,f6ac2571-644e-46df-a84f-8ab561facb39,牛島,"海島旅遊, 火車旅遊, 購物",20000 - 24999,無
712,f7b5f79d-b336-48d3-8dc2-e33ab43682ff,高雄,"火車旅遊, 美食, 自然景觀",35000 - 39999,無
713,f7b8a12e-16ee-4ec2-9203-cbb8cf43d1b2,"台北, 首爾",其他,5000 - 9999,首爾-SEOUL(SEL)
714,f7b8f656-560b-4ec7-aa86-9d7df4e5ecd3,"北港朝天宮, 台北, 宜蘭, 小琉球, 屏東, 旗津, 義大, 苗栗, 蓮池潭, 西子灣, 雲林, 高雄, 鹿港","其他, 文化歷史, 海島旅遊, 美食, 自然景觀, 藝文體驗, 豪華",0 - 4999,無
715,f82190e9-2685-4edb-b570-4ec83060fa88,"函館, 北海道, 夜景, 熊牧場","夜間活動, 溫泉之旅, 美食, 自然景觀",55000 - 59999,無
716,f86f10ed-5081-49c5-bc85-1248968b82f2,"台北, 東京",其他,10000 - 14999,東京-TOKYO(TYO)
717,f892796e-646a-468b-ae80-e3706c885706,"上野公園, 東京, 橫濱, 淺草, 淺草寺, 鎌倉, 高雄","主題樂園, 其他, 文化歷史, 火車旅遊, 購物",25000 - 29999,無
718,f9311fb2-392f-42c1-8034-d3044292e94f,"台中, 太平山, 宜蘭, 臺南","其他, 文化歷史, 海島旅遊, 溫泉之旅, 火車旅遊, 自然景觀",0 - 4999,"1日, 2日, 台南, 彰化, 限時優惠, 高鐵自由行 台南"
719,f943d7da-4f1a-473a-9071-2d796ffbaaa2,"沖繩, 那霸",其他,15000 - 19999,無
720,f97510b2-c8fe-43ad-9335-9bbd8f45e532,"別府, 別府纜車, 夜景, 湯布院, 熊本, 熊本城, 金鱗湖, 長崎, 高雄","夜間活動, 文化歷史, 海島旅遊, 溫泉之旅, 火車旅遊, 美食, 自然景觀",85000 - 89999,九州
721,fa094581-c53b-4d44-b08f-c6073d3aab87,"新北, 花蓮, 苗栗","其他, 文化歷史, 火車旅遊, 自然景觀",0 - 4999,台灣全選
722,fa17d4b7-6d7d-4e84-98da-2dae066efb78,"台中, 大鵬灣, 宜蘭, 小琉球, 屏東, 東大門, 東大門夜市, 花蓮","其他, 夜間活動, 文化歷史, 海島旅遊, 溫泉之旅, 火車旅遊, 美食, 自然景觀, 豪華, 購物",0 - 4999,無
723,fb16c41c-f1e2-4a6b-a254-344321bbac9f,"台北, 嘉義, 奮起湖, 日月潭, 清境農場, 阿里山, 高雄","主題樂園, 文化歷史, 火車旅遊, 自然景觀, 豪華",5000 - 9999,無
724,fbd2b0ed-87f1-4676-b71d-244b02b827e2,"佛羅倫斯, 哈修塔特, 國王湖, 埃及, 奧捷, 威尼斯, 尼斯, 尼羅河, 布魯日, 庫倫洛夫, 米蘭, 紅海, 維也納, 羅浮宮, 羅馬, 羊角村, 義大, 義大利, 金字塔, 鐘樓","文化歷史, 美食, 自然景觀, 豪華, 購物",70000 - 74999,羅馬
725,fcd01327-20ed-4e86-b6a1-fd38638eaa41,"函館, 北海道, 圓山動物園, 小樽, 旭山動物園, 高雄","溫泉之旅, 美食, 自然景觀, 親子旅遊, 雪景",50000 - 54999,無
726,fd31b569-f7bb-4140-a658-c97e79ef8713,桃園,其他,0 - 4999,無
727,fd658b51-4dd3-446c-b9dd-2ca51c9b4180,"台北, 沖繩",其他,20000 - 24999,沖繩-OKINAWA(OKA)
728,fd7dfb2d-ab4e-4f9b-8d76-1ac4bf78a9ce,"埃及, 尼羅河, 紅海, 金字塔, 阿布辛貝",豪華,100000 - 104999,無
729,fe1e86fd-ad50-4571-bf5d-69346a6501a9,"富士, 明治神宮, 東京, 橫濱, 河口湖, 淺草, 淺草寺","主題樂園, 文化歷史, 溫泉之旅, 火車旅遊, 美食, 自然景觀",35000 - 39999,無
730,fe998f9b-baab-4303-8b1a-f4b6ebc6d193,"東京, 高雄",其他,5000 - 9999,"東京, 東京-TOKYO(TYO)"
731,ff8a478f-8991-4142-a3fc-20b50a894d35,台北,其他,10000 - 14999,清邁-CHIANGMAI(CNX)
732,ffa576f8-aed6-4f6c-99cf-42b225b1801f,釜山,"自然景觀, 購物, 雪景",45000 - 49999,"東北亞全選, 東南亞全選"
